Jurisdiccion; Departamento;Nombre Institucion;Estado_ETP;Gestion;Matricula_Total;Matricula_Varones;Matricula_Mujeres;ORIENTACION;TIPO INST
Mendoza;Capital;Escuela de Educación Técnica (E.E.T.) Nº 4-132 Químicos Argentinos;Institución de ETP;Estatal;348;129;219;Industrial;SEC TEC
Mendoza;Godoy Cruz;Escuela de Educación Técnica (E.E.T.) Nº 416 Escuela Técnica de la Universidad de Mendoza;Institución de ETP;Privado;197;177;20;Industrial;SEC TEC
Mendoza;Lavalle;Escuela de Educación Técnica (E.E.T.) Nº 4-160 Tito Francia;Institución de ETP;Estatal;154;63;91;Agropecuaria;SEC TEC
Mendoza;Lavalle;Escuela de Educación Técnica (E.E.T.) Nº 4-161 José Miguel Graneros;Institución de ETP;Estatal;130;60;70;Agropecuaria;SEC TEC
Mendoza;Maipú;Escuela de Educación Técnica (E.E.T.) Nº 4-166 Fernando Lorenzo;Institución de ETP;Estatal;318;110;208;Industrial;SEC TEC
Mendoza;General Alvear;Escuela de Educación Técnica (E.E.T.) Nº 4-171 Preceptora Hilda Mabel Coria;Institución de ETP;Estatal;57;15;42;Agropecuaria;SEC TEC
Mendoza;Lavalle;Escuela de Educación Técnica (E.E.T.) Nº 4-185 Elena Elvira Mazio de Cavagnola;Institución de ETP;Estatal;133;63;70;Servicios;SEC TEC
Mendoza;Maipú;Escuela de Educación Técnica (E.E.T.) Nº 4-188 Padre Eduardo Sergio Iácono;Institución de ETP;Estatal;172;75;97;Industrial;SEC TEC
Mendoza;Malargüe;Escuela de Educación Técnica (E.E.T.) Nº 4-191 Dr. Daniel Hugo Pierini;Institución de ETP;Estatal;83;30;53;Agropecuaria;SEC TEC
Mendoza;San Carlos;Escuela de Educación Técnica (E.E.T.) Nº 4-193 María Luisa Páscolo de Bandiera;Institución de ETP;Estatal;111;47;64;Agropecuaria;SEC TEC
Mendoza;San Rafael;Escuela de Educación Técnica (E.E.T.) Nº 4-197 Ingeniero Julio Gatica;Institución de ETP;Estatal;47;19;28;Agropecuaria;SEC TEC
Mendoza;San Rafael;Escuela de Educación Técnica (E.E.T.) Nº 4-198 Francisco García;Institución de ETP;Estatal;21;10;11;Agropecuaria;SEC TEC
Chaco;Almirante Brown;Escuela de Educación Técnica (E.E.T.) Nº 42 Profesor Ernesto Roberto Ayala;Institución de ETP;Estatal;153;106;47;Industrial;SEC TEC
Mendoza;San Martín;Escuela de Educación Técnica (E.E.T.) Nº 4-213 HUMBERTO ANTONIO VALESTRA;Institución de ETP;Estatal;81;41;40;Industrial;SEC TEC
Mendoza;San Rafael;Escuela de Educación Técnica (E.E.T.) Nº 4-246 Técnica Agropecuaria El Cerrito;Institución de ETP;Estatal;55;33;22;Agropecuaria;SEC TEC
Mendoza;Maipú;"Escuela de Educación Técnica (E.E.T.) Nº 4-255 ""Alberto Victorio Zuccardi""";Institución de ETP;Estatal;92;39;53;Agropecuaria;SEC TEC
Entre Ríos;La Paz;Escuela de Educación Técnica (E.E.T.) Nº 44 Dr. Luis Federico Leloir;Institución de ETP;Estatal;99;67;32;Industrial;SEC TEC
Entre Ríos;San Salvador;Escuela de Educación Técnica (E.E.T.) Nº 45 Félix Bourren Meyer;Institución de ETP;Estatal;263;165;98;Industrial;SEC TEC
Santa Fé;Rosario;Escuela de Educación Técnica (E.E.T.) Nº 459 Inspector Modesto J. Ceratto;Institución de ETP;Estatal;205;155;50;Industrial;SEC TEC
Chaco;General Donovan;Escuela de Educación Técnica (E.E.T.) Nº 47 Escribano Deolindo Felipe Bittel;Institución de ETP;Estatal;115;63;52;Industrial;SEC TEC-FP
Santa Fé;Rosario;Escuela de Educación Técnica (E.E.T.) Nº 485 Vicecomodoro Marambio;Institución de ETP;Estatal;347;271;76;Industrial;SEC TEC
Chaco;Fray Justo Santa María de Oro;Escuela de Educación Técnica (E.E.T.) Nº 49 Papa Francisco;Institución de ETP;Estatal;144;94;50;Industrial;SEC TEC-FP
Entre Ríos;Colón;"Escuela de Educación Técnica (E.E.T.) Nº 5 ""Profesor Carlos María Roude""";Institución de ETP;Estatal;114;90;24;Industrial;SEC TEC
Entre Ríos;Nogoyá;Escuela de Educación Técnica (E.E.T.) Nº 5 14 de Febrero;Institución de ETP;Estatal;17;13;4;Industrial;SEC TEC
Chaco;Nueve de Julio;Escuela de Educación Técnica (E.E.T.) Nº 5 Ingeniero Juan Col;Institución de ETP;Estatal;250;163;87;Industrial;SEC TEC
Chaco;General Belgrano;"Escuela de Educación Técnica (E.E.T.) Nº 50 Nicolás Miguel Gaczek	";Institución de ETP;Estatal;101;40;61;Industrial;SEC TEC-FP
Chaco;Presidencia de la Plaza;Escuela de Educación Técnica (E.E.T.) Nº 53 Juan Domingo Perón;Institución de ETP;Estatal;184;91;93;Industrial;SEC TEC
San Juan;Calingasta;Escuela de Educación Técnica (E.E.T.) Nº 54 Jesús de la Buena Esperanza;Institución de ETP;Privado;140;79;61;Agropecuaria;SEC TEC
Entre Ríos;Federación;Escuela de Educación Técnica (E.E.T.) Nº 57 Fray Luis Beltrán;Institución de ETP;Estatal;214;143;71;Industrial;SEC TEC
San Juan;Calingasta;Escuela de Educación Técnica (E.E.T.) Nº 571 Escuela Técnica General Manuel Savio;Institución de ETP;Estatal;145;80;65;Industrial;SEC TEC
Entre Ríos;Paraná;Escuela de Educación Técnica (E.E.T.) Nº 58 Dr. Federico Hoenig;Institución de ETP;Estatal;123;71;52;Industrial;SEC TEC
Entre Ríos;Federación;"Escuela de Educación Técnica (E.E.T.) Nº 6 ""Nikola Tesla""";Institución de ETP;Estatal;53;36;17;Agropecuaria;SEC TEC
Entre Ríos;Colón;"Escuela de Educación Técnica (E.E.T.) Nº 6 Juan Francisco Antonio Forclaz	";Institución de ETP;Estatal;149;120;29;Industrial;SEC TEC
Santa Fé;Rosario;Escuela de Educación Técnica (E.E.T.) Nº 656 Juana Elena Blanco;Institución de ETP;Estatal;45;19;26;Servicios;SEC TEC-FP
Entre Ríos;Paraná;Escuela de Educación Técnica (E.E.T.) Nº 68 Profesor Facundo Arce;Institución de ETP;Estatal;116;61;55;Industrial;SEC TEC
Santa Fé;Rosario;Escuela de Educación Técnica (E.E.T.) Nº 680 Dr. Mariano Moreno;Institución de ETP;Estatal;204;90;114;Servicios;SEC TEC
Santa Fé;Las Colonias;Escuela de Educación Técnica (E.E.T.) Nº 696 Padre Enrique Niemann;Institución de ETP;Estatal;142;72;70;Industrial;SEC TEC
Santa Fé;Rosario;Escuela de Educación Técnica (E.E.T.) Nº 697 Prefecto Marítimo Carlos A. Mansilla;Institución de ETP;Estatal;159;137;22;Industrial;SEC TEC
Entre Ríos;Uruguay;Escuela de Educación Técnica (E.E.T.) Nº 7 Escuela de Educación Técnica N° 7 - Anexo Formación Profesional;Institución de ETP;Estatal;64;41;23;Industrial;SEC TEC
Entre Ríos;Uruguay;Escuela de Educación Técnica (E.E.T.) Nº 79 Dr José Benjamín Zubiaur;Institución de ETP;Estatal;88;70;18;Industrial;SEC TEC-FP
Salta;Orán;Escuela de Educación Técnica (E.E.T.) Nº 8102 SAN JOSE OBRERO;Institución de ETP;Privado;139;98;41;Industrial;SEC TEC
Entre Ríos;Islas del Ibicuy;Escuela de Educación Técnica (E.E.T.) Nº 96 Conscripto Humberto Omar Giorgi;Institución de ETP;Estatal;64;36;28;Industrial;SEC TEC
Entre Ríos;La Paz;Escuela de Educación Técnica (E.E.T.) Nº D-67 Fernando Torres Vilches;Institución de ETP;Privado;102;100;2;Industrial;SEC TEC-FP
Entre Ríos;Paraná;Escuela de Educación Técnica (E.E.T.) Nº D-76 Juan XXIII;Institución de ETP;Privado;167;126;41;Industrial;SEC TEC
Salta;Capital;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.100 (EX 5100) República de la India;Institución de ETP;Estatal;334;289;45;Industrial;SEC TEC-FP
Salta;Capital;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.101 Dr. Joaquín Castellanos;Institución de ETP;Estatal;484;7;477;Industrial;SEC TEC-FP
Salta;General Güemes;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.102 ING. NIKOLA TESLA;Institución de ETP;Estatal;294;199;95;Industrial;SEC TEC-FP
Salta;Rosario de la Frontera;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.103 Eduviges Romano de Leal;Institución de ETP;Estatal;195;84;111;Industrial;SEC TEC-FP
Salta;Orán;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.104 Lanza Colombres;Institución de ETP;Estatal;348;180;168;Industrial;SEC TEC-FP
Salta;Rosario de Lerma;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.106 Ingeniero Ricardo Fontaine Maury;Institución de ETP;Estatal;439;300;139;Industrial;SEC TEC-FP
Salta;Capital;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.107 Juana Azurduy de Padilla ;Institución de ETP;Estatal;185;139;46;Industrial;SEC TEC-FP
Salta;Rosario de Lerma;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.108 General Rudecindo Alvarado;Institución de ETP;Estatal;233;144;89;Industrial;SEC TEC-FP
Salta;General José de San Martín;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.109 (Ex - 5109) O.E.A.;Institución de ETP;Estatal;380;229;151;Industrial;SEC TEC-FP
Salta;Metán;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.110 Escuela de Educación Técnica y Centro de Formación Profesional;Institución de ETP;Estatal;72;15;57;Industrial;SEC TEC-FP
Salta;Cafayate;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.111 MACACHA GÜEMES ;Institución de ETP;Estatal;120;59;61;Servicios;SEC TEC-FP
Salta;Cerrillos;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.112 San Ignacio de Loyola;Institución de ETP;Estatal;134;63;71;Industrial;SEC TEC-FP
Salta;Anta;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.114 Thomas Alva Edison;Institución de ETP;Estatal;314;187;127;Industrial;SEC TEC-FP
Salta;General José de San Martín;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.115 (Ex - 5115) ;Institución de ETP;Estatal;158;85;73;Industrial;SEC TEC-FP
Salta;Chicoana;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.116  ;Institución de ETP;Estatal;70;57;13;Industrial;SEC TEC-FP
Salta;Capital;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.117 Maestro Daniel Oscar Reyes;Institución de ETP;Estatal;421;333;88;Industrial;SEC TEC-FP
Salta;Capital;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.118  ;Institución de ETP;Estatal;365;229;136;Industrial;SEC TEC-FP
Salta;General José de San Martín;"Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.120 (Ex- 5120)  Aguaray	";Institución de ETP;Estatal;298;213;85;Industrial;SEC TEC-FP
Salta;Orán;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.121 ;Institución de ETP;Estatal;139;77;62;Agropecuaria;SEC TEC-FP
Salta;Capital;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.122 General Martín Miguel de Güemes;Institución de ETP;Estatal;304;160;144;Agropecuaria;SEC TEC
Salta;General José de San Martín;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.123  General Enrique Mosconi;Institución de ETP;Estatal;192;124;68;Industrial;SEC TEC
Salta;Orán;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.124  Crucero A.R.A. General Belgrano;Institución de ETP;Estatal;193;95;98;Industrial;SEC TEC-FP
Salta;Iruya;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.125  Dr Eulogio Frites ;Institución de ETP;Estatal;64;42;22;Industrial;SEC TEC
Salta;Rivadavia;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.128 ;Institución de ETP;Estatal;145;86;59;Industrial;SEC TEC-FP
Salta;General José de San Martín;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.130  E.M.E.T.A. II;Institución de ETP;Estatal;60;37;23;Agropecuaria;SEC TEC
Salta;General Güemes;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.131 (EX 5131) Juana Azurduy;Institución de ETP;Estatal;456;318;138;Industrial;SEC TEC-FP
Salta;Rosario de la Frontera;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.132 ;Institución de ETP;Estatal;302;163;139;Industrial;SEC TEC-FP
Salta;Metán;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.133 Profesor Rosmiro Bazán;Institución de ETP;Estatal;272;185;87;Industrial;SEC TEC-FP
Salta;Orán;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.134  ;Institución de ETP;Estatal;812;541;271;Industrial;SEC TEC
Salta;Capital;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.137 Martina Silva de Gurruchaga;Institución de ETP;Estatal;253;199;54;Industrial;SEC TEC-FP
Salta;Capital;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.139 General Martín Miguel de Güemes;Institución de ETP;Estatal;424;387;37;Industrial;SEC TEC-FP
Salta;Capital;"Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.140 ""Dr. Francisco de Gurruchaga""";Institución de ETP;Estatal;424;362;62;Industrial;SEC TEC-FP
Salta;Capital;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.141 Dmitri Mendeleyév;Institución de ETP;Estatal;388;226;162;Industrial;SEC TEC
Salta;Cafayate;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.142 Mons. Diego Gutiérrez Pedraza;Institución de ETP;Estatal;242;161;81;Industrial;SEC TEC-FP
Salta;Molinos;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.145  Escuela  de Educación Técnica Luracatao ;Institución de ETP;Estatal;51;21;30;Agropecuaria;SEC TEC-FP
Salta;Rivadavia;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.146 La Puntana;Institución de ETP;Estatal;48;19;29;Agropecuaria;SEC TEC
Salta;Capital;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.149 Dr. Julio Ignacio Mera Figueroa;Institución de ETP;Estatal;181;122;59;Industrial;SEC TEC
Salta;Rosario de la Frontera;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.156 Dr. Luis Federico Leloir;Institución de ETP;Estatal;102;59;43;Industrial;SEC TEC
Salta;General Güemes;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.159 Dr. Darío Felipe Arias;Institución de ETP;Estatal;308;151;157;Industrial;SEC TEC-FP
Salta;Chicoana;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3.161 Localidad Chicoana;Institución de ETP;Estatal;72;58;14;Industrial;SEC TEC-FP
Salta;General José de San Martín;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3143 ;Institución de ETP;Estatal;293;144;149;Industrial;SEC TEC
Salta;Anta;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3147 ;Institución de ETP;Estatal;140;62;78;Industrial;SEC TEC-FP
Salta;Cafayate;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3155 ;Institución de ETP;Estatal;95;50;45;Agropecuaria;SEC TEC
Salta;San Carlos;Escuela de Educación Técnica (E.E.T.) y Centro de Formación Profesional (C.F.P.) Nº 3157 Escuela de Educación Técnica N° 3157;Institución de ETP;Estatal;63;38;25;Agropecuaria;SEC TEC
Santa Fé;Castellanos;Escuela de Educación Técnica Particular Incorporada (E.E.T.P.I.) Nº 2010 I.D.E.S.A.;Institución de ETP;Privado;98;54;44;Agropecuaria;SEC TEC
Santa Fé;La Capital;Escuela de Educación Técnica Particular Incorporada (E.E.T.P.I.) Nº 2025 Ceferino Namuncurá;Institución de Otro Nivel y/o Modalidad;Privado;65;37;28;Industrial;SEC TEC
Santa Fé;La Capital;Escuela de Educación Técnica Particular Incorporada (E.E.T.P.I.) Nº 2050 Monseñor Dr. Vicente Faustino Zazpe;Institución de ETP;Privado;82;38;44;Industrial;SEC TEC
Santa Fé;La Capital;"Escuela de Educación Técnica Particular Incorporada (E.E.T.P.I.) Nº 2058 Siete de Mayo	";Institución de ETP;Privado;95;36;59;Servicios;SEC TEC-FP
Santa Fé;Rosario;Escuela de Educación Técnica Particular Incorporada (E.E.T.P.I.) Nº 2066 Santa Fe;Institución de ETP;Privado;109;67;42;Industrial;SEC TEC
Santa Fé;General López;Escuela de Educación Técnica Particular Incorporada (E.E.T.P.I.) Nº 2070 San José;Institución de ETP;Privado;27;17;10;Industrial;SEC TEC
Santa Fé;Constitución;Escuela de Educación Técnica Particular Incorporada (E.E.T.P.I.) Nº 2073 San Pablo;Institución de ETP;Privado;302;251;51;Industrial;SEC TEC-FP
Santa Fé;Rosario;Escuela de Educación Técnica Particular Incorporada (E.E.T.P.I.) Nº 2076 San Francisquito;Institución de ETP;Privado;109;67;42;Servicios;SEC TEC
Santa Fé;Rosario;Escuela de Educación Técnica Particular Incorporada (E.E.T.P.I.) Nº 8013 San José;Institución de ETP;Privado;437;437;0;Industrial;SEC TEC
Santa Fé;Las Colonias;Escuela de Educación Técnica Particular Incorporada (E.E.T.P.I.) Nº 8069 General Don José de San Martín;Institución de ETP;Privado;32;24;8;Industrial;SEC TEC
Santa Fé;Caseros;Escuela de Educación Técnica Particular Incorporada (E.E.T.P.I.) Nº 8180 Sagrada Familia;Institución de ETP;Privado;147;129;18;Industrial;SEC TEC
Santa Fé;Rosario;Escuela de Educación Técnica Particular Incorporada (E.E.T.P.I.) Nº 8199 Nuestra Señora de la Guardia;Institución de ETP;Privado;295;295;0;Industrial;SEC TEC
Santa Fé;San Lorenzo;"Escuela de Enseñanza Técnica Particular Incorporada (E.E.T.P.I.) Nº 2009 ""Immanuel Kant""";Institución de Otro Nivel y/o Modalidad;Privado;60;40;20;Agropecuaria;SEC TEC
Santa Fé;Rosario;Escuela de Enseñanza Técnica Particular Incorporada (E.E.T.P.I.) Nº 2051 Nuestra Señora de Fátima;Institución de ETP;Privado;102;66;36;Industrial;SEC TEC
Santa Fé;General López;Escuela de Enseñanza Técnica Particular Incorporada (E.E.T.P.I.) Nº 8183 Centro Agrotécnico Regional;Institución de ETP;Privado;228;132;96;Agropecuaria;SEC TEC
Santa Fé;Rosario;Escuela de Enseñanza Técnica Particular Incorporada (E.E.T.P.I.) Nº 8235 Ingeniero Enrique B. Gomara;Institución de ETP;Privado;130;99;31;Industrial;SEC TEC
Córdoba;Cruz del Eje;Escuela de la Familia Agrícola (E.F.A.)  ESCUELA DE LA FAMILIA AGRÍCOLA (E.F.A.);Institución de ETP;Privado;98;47;51;Agropecuaria;SEC TEC
Misiones;Oberá;Escuela de la Familia Agrícola (E.F.A.) Nº 1313 Cristo Rey de Tamanduá;Institución de Otro Nivel y/o Modalidad;Privado;112;51;61;Agropecuaria;SEC TEC-FP
Corrientes;Esquina;"Escuela de la Familia Agrícola (E.F.A.) Nº 18 Ñande  Sy La Itatí	";Institución de ETP;Privado;43;23;20;Agropecuaria;SEC TEC
Misiones;Cainguás;Escuela de la Familia Agrícola (E.F.A.) Nº 209 Jesús de Galilea;Institución de ETP;Privado;67;34;33;Agropecuaria;SEC TEC-SUP-FP
Santiago del Estero;Sarmiento;Escuela de la Familia Agrícola (E.F.A.) Nº 26 Garza LL26;Institución de ETP;Privado;87;48;39;Agropecuaria;SEC TEC
Corrientes;Ituzaingó;Escuela de la Familia Agrícola (E.F.A.) Nº 28 Itú;Institución de ETP;Privado;68;45;23;Agropecuaria;SEC TEC
Santiago del Estero;Atamisqui;Escuela de la Familia Agrícola (E.F.A.) Nº 29 Villa Atamisqui;Institución de ETP;Privado;70;34;36;Agropecuaria;SEC TEC
Buenos Aires;Daireaux;Escuela de la Familia Agrícola (E.F.A.) Nº 4155 Colonia El Pincén - DIPREGEP;Institución de Otro Nivel y/o Modalidad;Privado;38;24;14;Agropecuaria;SEC TEC
Buenos Aires;Pergamino;Escuela de la Familia Agrícola (E.F.A.) Nº 4561 Dr. Ernesto Nazar - DIPREGEP;Institución de ETP;Privado;35;25;10;Agropecuaria;SEC TEC
Corrientes;Saladas;Escuela de la Familia Agrícola (E.F.A.) Nº 47 Renacer;Institución de ETP;Privado;58;30;28;Agropecuaria;SEC TEC
Corrientes;Esquina;"Escuela de la Familia Agrícola (E.F.A.) Nº 48 Escuela de la Familia Agrícola ""Guayquiraró""";Institución de ETP;Privado;37;29;8;Agropecuaria;SEC TEC
Corrientes;Lavalle;"Escuela de la Familia Agrícola (E.F.A.) Nº 49 Ñanemba'e	";Institución de ETP;Privado;60;23;37;Agropecuaria;SEC TEC
Corrientes;Concepción;Escuela de la Familia Agrícola (E.F.A.) Nº 76 Ko´e Pyahu IS 76;Institución de ETP;Privado;44;23;21;Agropecuaria;SEC TEC
Santa Fé;Nueve de Julio;Escuela de la Familia Agrícola (E.F.A.) Nº 8205 E.E.T.P.I. N° 8205 - Colonia El Inca;Institución de ETP;Privado;94;54;40;Agropecuaria;SEC TEC
Santa Fé;Iriondo;Escuela de la Familia Agrícola (E.F.A.) Nº 8248 COLONIAS UNIDAS;Institución de ETP;Privado;86;55;31;Agropecuaria;SEC TEC
Corrientes;Curuzú Cuatiá;Escuela de la Familia Agrícola (E.F.A.) Nº I.S 46 Mensú Peguará;Institución de ETP;Privado;32;18;14;Agropecuaria;SEC TEC
Corrientes;Goya;Escuela de la Familia Agrícola (E.F.A.) Nº I.S. 29 Jaha Katu;Institución de ETP;Privado;94;62;32;Agropecuaria;SEC TEC
Corrientes;Goya;Escuela de la Familia Agrícola (E.F.A.) Nº I.S.-19 Anahí I.S. 19;Institución de ETP;Privado;61;31;30;Agropecuaria;SEC TEC
Corrientes;San Miguel;Escuela de la Familia Agrícola (E.F.A.) Nº I-36 Ñande Roga;Institución de ETP;Privado;116;68;48;Agropecuaria;SEC TEC
Corrientes;San Cosme;Escuela de la Familia Agrícola (E.F.A.) Nº IS - 27 Tupa Rembiapo IS-27;Institución de ETP;Privado;83;41;42;Agropecuaria;SEC TEC-FP
Corrientes;San Martín;Escuela de la Familia Agrícola (E.F.A.) Nº IS - 45 La Cruz;Institución de ETP;Privado;59;31;28;Agropecuaria;SEC TEC
Corrientes;Sauce;Escuela de la Familia Agrícola (E.F.A.) Nº IS 22 Arandú Roga;Institución de ETP;Privado;31;18;13;Agropecuaria;SEC TEC
Corrientes;Curuzú Cuatiá;Escuela de la Familia Agrícola (E.F.A.) Nº IS 53 Peju Pora;Institución de ETP;Privado;51;31;20;Agropecuaria;SEC TEC
Corrientes;Santo Tomé;Escuela de la Familia Agrícola (E.F.A.) Nº IS 71 Colonia Unión;Institución de ETP;Privado;76;44;32;Agropecuaria;SEC TEC
Corrientes;Lavalle;"Escuela de la Familia Agrícola (E.F.A.) Nº IS 9 E.F.A.""Santa Lucía""";Institución de ETP;Privado;61;36;25;Agropecuaria;SEC TEC
Corrientes;Goya;Escuela de la Familia Agrícola (E.F.A.) Nº IS16 Coembota;Institución de ETP;Privado;53;25;28;Agropecuaria;SEC TEC
Corrientes;Esquina;Escuela de la Familia Agrícola (E.F.A.) Nº IS-21 Esperanza Campesina;Institución de ETP;Privado;16;8;8;Agropecuaria;SEC TEC
Corrientes;Monte Caseros;Escuela de la Familia Agrícola (E.F.A.) Nº IS-23 Mocoví;Institución de ETP;Privado;44;18;26;Agropecuaria;SEC TEC
Santiago del Estero;Avellaneda;Escuela de la Familia Agrícola (E.F.A.) Nº LL156 Avellaneda;Institución de ETP;Privado;96;53;43;Agropecuaria;SEC TEC
Santiago del Estero;Robles;Escuela de la Familia Agrícola (E.F.A.) Nº LL-20 Renzo Scapolo;Institución de ETP;Privado;108;54;54;Agropecuaria;SEC TEC
Santiago del Estero;Rivadavia;Escuela de la Familia Agrícola (E.F.A.) Nº LL-76 ;Institución de ETP;Privado;76;39;37;Agropecuaria;SEC TEC
Entre Ríos;Nogoyá;Escuela de Nivel Medio y Superior de Educación Tecnológica (E.N.M.yS.E.T.) Nº 01 Escuela de Educación Técnica y Superior  N°1;Institución de ETP;Estatal;71;60;11;Industrial;SEC TEC-SUP-FP
Córdoba;San Justo;Escuela Experimental Pro-A  ;Institución de ETP;Estatal;165;99;66;Industrial;SEC TEC
Córdoba;San Alberto;Escuela Experimental Pro-A  Sede San Pedro;Institución de Otro Nivel y/o Modalidad;Estatal;89;49;40;Servicios;SEC TEC-FP
Santa Cruz;Corpen Aike;Escuela Industrial   en Procesos Energéticos;Institución de ETP;Estatal;93;60;33;Industrial;SEC TEC
Santa Cruz;Lago Buenos Aires;Escuela Industrial  en Procesos Energéticos;Institución de ETP;Estatal;84;38;46;Agropecuaria;SEC TEC
Santa Cruz;Güer Aike;Escuela Industrial  Escuela Industrial en Procesos Energéticos (Rio Gallegos);Institución de ETP;Estatal;302;215;87;Industrial;SEC TEC
Santa Cruz;Güer Aike;Escuela Industrial  Escuela Industrial en Procesos Energéticos Sede 28 de Noviembre;Institución de ETP;Estatal;159;92;67;Industrial;SEC TEC
Santa Cruz;Deseado;Escuela Industrial Nº 01 General Enrique Mosconi;Institución de ETP;Estatal;758;464;294;Industrial;SEC TEC
Santa Cruz;Deseado;Escuela Industrial Nº 03 Oscar Smith;Institución de ETP;Estatal;261;177;84;Industrial;SEC TEC
Santa Cruz;Güer Aike;Escuela Industrial Nº 04 José Menéndez;Institución de ETP;Estatal;788;475;313;Industrial;SEC TEC
Santa Cruz;Güer Aike;Escuela Industrial Nº 05 Teniente de Navío Agustín del Castillo;Institución de ETP;Estatal;294;169;125;Industrial;SEC TEC
Santa Cruz;Güer Aike;Escuela Industrial Nº 06 X° Brigada Aérea;Institución de ETP;Estatal;426;302;124;Industrial;SEC TEC
Santa Cruz;Deseado;Escuela Industrial Nº 07 Las Heras;Institución de ETP;Estatal;424;255;169;Industrial;SEC TEC
Santa Cruz;Deseado;Escuela Industrial Nº 10 ;Institución de ETP;Estatal;158;105;53;Industrial;SEC TEC
Santa Cruz;Lago Buenos Aires;Escuela Industrial Nº 11 ;Institución de ETP;Estatal;189;101;88;Industrial;SEC TEC
Santa Cruz;Corpen Aike;Escuela Industrial Nº 12 ;Institución de ETP;Estatal;156;89;67;Industrial;SEC TEC
Santa Cruz;Deseado;Escuela Industrial Nº 2 Jorge Papatanasi;Institución de ETP;Estatal;387;249;138;Industrial;SEC TEC
Santa Fé;La Capital;Escuela Industrial Nº 8 Escuela Industrial Superior;Institución de ETP;Estatal;936;630;306;Industrial;SEC TEC
