Jurisdiccion; Departamento;Nombre Institucion;Estado_ETP;Gestion;Matricula_Total;Matricula_Varones;Matricula_Mujeres;ORIENTACION;TIPO INST
Santa Cruz;Magallanes;Escuela Industrial Nº 8 Puerto San Julián;Institución de ETP;Estatal;245;152;93;Industrial;SEC TEC
Santa Cruz;Lago Argentino;Escuela Industrial Nº 9 ;Institución de ETP;Estatal;272;187;85;Industrial;SEC TEC
Catamarca;Capital;Escuela Nacional de Educación Técnica (E.N.E.T.) Nº 01 Profesor Vicente García Aguilera;Institución de ETP;Estatal;464;331;133;Industrial;SEC TEC
Mendoza;Lavalle;Escuela Nº 4-026 Juan Bautista Alberdi;Institución de ETP;Estatal;220;112;108;Agropecuaria;SEC TEC
Mendoza;San Martín;Escuela Nº 4-145 Dr. Armando Sergio Figueroa;Institución de ETP;Estatal;182;90;92;Agropecuaria;SEC TEC
La Rioja;Capital;"Escuela Nº 418 Escuela de Operadores Topógrafos General San Martín	";Institución de ETP;Estatal;114;74;40;Industrial;SEC TEC
Mendoza;La Paz;Escuela Nº 4-182 Secundaria Aída Font;Institución de ETP;Estatal;42;20;22;Agropecuaria;SEC TEC
Mendoza;Tunuyán;Escuela Nº 4-203 Colonia Las Rosas;Institución de ETP;Estatal;137;76;61;Industrial;SEC TEC
Mendoza;San Carlos;Escuela Nº 4-211 Maestro Ángel Oscar Funes;Institución de ETP;Estatal;142;78;64;Agropecuaria;SEC TEC
Mendoza;Malargüe;Escuela Nº 4-228 Ingeniero Eugenio Izsaky;Institución de ETP;Estatal;157;95;62;Industrial;SEC TEC
Entre Ríos;Paraná;Escuela Normal Rural  Almafuerte- UADER;Institución de Otro Nivel y/o Modalidad;Estatal;51;30;21;Agropecuaria;SEC TEC
Entre Ríos;Paraná;Escuela Normal Rural  Juan Bautista Alberdi;Institución de ETP;Estatal;168;91;77;Agropecuaria;SEC TEC
Córdoba;Colón;Escuela Normal Superior  Maestros Fundadores;Institución de ETP;Estatal;154;82;72;Industrial;SEC TEC-SUP 
Misiones;Iguazú;"Escuela Normal Superior Nº 09 Escuela Normal Superior N°9 y Anexo Comercial ""Juan XXIII""";Institución de Otro Nivel y/o Modalidad;Estatal;74;30;44;Servicios;SEC TEC
Ciudad de Buenos Aires;Comuna N° 1;Escuela Politécnica Nº 5 Manuel Belgrano;Institución de ETP;Estatal;199;155;44;Industrial;SEC TEC
Formosa;Bermejo;Escuela Privada de Educación Agrotécnica  Evangélica Laguna Yacaré;Institución de Otro Nivel y/o Modalidad;Privado;21;16;5;Agropecuaria;SEC TEC
Jujuy;San Pedro;Escuela Provincial Agrotécnica Nº 06 Puerta Verde;Institución de ETP;Estatal;72;47;25;Agropecuaria;SEC TEC
Jujuy;Palpalá;Escuela Provincial Agrotécnica Nº 1 EL BRETE;Institución de ETP;Estatal;124;86;38;Agropecuaria;SEC TEC
Jujuy;Tilcara;Escuela Provincial Agrotécnica Nº 10 ;Institución de ETP;Estatal;51;31;20;Agropecuaria;SEC TEC
Jujuy;Santa Bárbara;Escuela Provincial Agrotécnica Nº 11 ;Institución de ETP;Estatal;69;37;32;Agropecuaria;SEC TEC
Jujuy;Santa Bárbara;Escuela Provincial Agrotécnica Nº 12 -----------------------;Institución de ETP;Estatal;46;33;13;Agropecuaria;SEC TEC
Jujuy;Valle Grande;Escuela Provincial Agrotécnica Nº 13 ;Institución de ETP;Estatal;43;29;14;Agropecuaria;SEC TEC
Jujuy;Santa Catalina;Escuela Provincial Agrotécnica Nº 14 ;Institución de ETP;Estatal;29;14;15;Agropecuaria;SEC TEC
Jujuy;Yavi;Escuela Provincial Agrotécnica Nº 15 Escuela Provincial Agrotécnica Agrotécnica N°15 ;Institución de ETP;Estatal;36;18;18;Agropecuaria;SEC TEC
Jujuy;Santa Bárbara;Escuela Provincial Agrotécnica Nº 2 Ingeniero Carlos Snopek;Institución de ETP;Estatal;166;89;77;Agropecuaria;SEC TEC
Jujuy;Humahuaca;Escuela Provincial Agrotécnica Nº 3 Coronel Manuel Eduardo Arias;Institución de ETP;Estatal;95;51;44;Agropecuaria;SEC TEC
Jujuy;Ledesma;"Escuela Provincial Agrotécnica Nº 4 Escuela Pcial. Agrotécnica Nº 4 ""Nelly Arrieta""";Institución de ETP;Estatal;209;137;72;Agropecuaria;SEC TEC
Jujuy;Ledesma;Escuela Provincial Agrotécnica Nº 5 Julio Francisco Bracamonte;Institución de ETP;Estatal;331;170;161;Agropecuaria;SEC TEC
Jujuy;El Carmen;Escuela Provincial Agrotécnica Nº 7 Ingeniero Ricardo Jorge Hueda;Institución de ETP;Estatal;233;139;94;Agropecuaria;SEC TEC
Jujuy;Cochinoca;Escuela Provincial Agrotécnica Nº 8 ;Institución de ETP;Estatal;119;67;52;Agropecuaria;SEC TEC
Jujuy;Tumbaya;Escuela Provincial Agrotécnica Nº 9 ;Institución de ETP;Estatal;28;17;11;Agropecuaria;SEC TEC
La Rioja;Capital;Escuela Provincial de Comercio Nº 02 Inspector Carlos Alberto Lanzillotto;Institución de Otro Nivel y/o Modalidad;Estatal;444;246;198;Servicios;SEC TEC
La Rioja;Capital;Escuela Provincial de Comercio Nº 1 Profesor Enrique Florencio Clara;Institución de Otro Nivel y/o Modalidad;Estatal;174;101;73;Servicios;SEC TEC
Neuquén;Confluencia;Escuela Provincial de Educación Agropecuaria (E.P.E.A.) Nº 02 Escuela Provincial de Educacion Agropecuaria n°2;Institución de ETP;Estatal;668;301;367;Agropecuaria;SEC TEC
Neuquén;Minas;Escuela Provincial de Educación Agropecuaria (E.P.E.A.) Nº 1 Gobernador Felipe Sapag ;Institución de ETP;Estatal;123;62;61;Agropecuaria;SEC TEC
Neuquén;Añelo;Escuela Provincial de Educación Agropecuaria (E.P.E.A.) Nº 3 ;Institución de ETP;Estatal;133;54;79;Agropecuaria;SEC TEC
Neuquén;Picunches;Escuela Provincial de Educación Agropecuaria (E.P.E.A.) Nº 4 Escuela Provincial de Educacion Agropecuaria ;Institución de ETP;Estatal;29;20;9;Agropecuaria;SEC TEC
Neuquén;Huiliches;Escuela Provincial de Educación Técnica (E.P.E.T.)  Laura Vicuña;Institución de Otro Nivel y/o Modalidad;Privado;104;9;95;Industrial;SEC TEC
La Pampa;Capital;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 01 ;Institución de ETP;Estatal;290;214;76;Industrial;SEC TEC
San Juan;Albardón;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 01 Albardon;Institución de ETP;Estatal;242;140;102;Industrial;SEC TEC
La Rioja;Rosario Vera Peñaloza;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 01 Director Profesor Juan Marino Cioce;Institución de ETP;Estatal;160;103;57;Industrial;SEC TEC
Misiones;Capital;"Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 01 EPET N°1 ""UNESCO""";Institución de ETP;Estatal;520;353;167;Industrial;SEC TEC-SUP 
San Juan;Caucete;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 01 EPET N°1 Caucete;Institución de ETP;Estatal;291;221;70;Industrial;SEC TEC
La Rioja;Chilecito;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 01 General Ángel Vicente Peñaloza;Institución de ETP;Estatal;363;281;82;Industrial;SEC TEC
Neuquén;Confluencia;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 01 Margarita Salinas de Páez;Institución de ETP;Estatal;1056;584;472;Industrial;SEC TEC
La Rioja;Chamical;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 01 Monseñor Enrique Angelelli;Institución de ETP;Estatal;149;122;27;Industrial;SEC TEC
La Pampa;Maracó;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 02 ;Institución de ETP;Estatal;203;152;51;Industrial;SEC TEC
Formosa;Formosa;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 02  Ilda Valentino de Giachero;Institución de ETP;Estatal;339;187;152;Industrial;SEC TEC-FP
Neuquén;Confluencia;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 02 E.P.E.T Nº2;Institución de ETP;Estatal;522;322;200;Industrial;SEC TEC
Misiones;Capital;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 02 Eva Duarte de Perón;Institución de ETP;Estatal;267;59;208;Industrial;SEC TEC-SUP-FP
La Rioja;Chilecito;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 02 Paula Albarracín de Sarmiento;Institución de ETP;Estatal;139;74;65;Servicios;SEC TEC-FP
Formosa;Pirané;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 03 ;Institución de ETP;Estatal;181;110;71;Industrial;SEC TEC-FP
Neuquén;Confluencia;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 03 ;Institución de ETP;Estatal;500;310;190;Industrial;SEC TEC
Misiones;Oberá;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 03 Polonia;Institución de ETP;Estatal;416;321;95;Industrial;SEC TEC-SUP-FP
San Juan;Rawson;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 03 Rawson;Institución de ETP;Estatal;287;177;110;Industrial;SEC TEC
Misiones;Iguazú;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 04 E.P.E.T. Nº4 O.E.A.;Institución de ETP;Estatal;261;147;114;Industrial;SEC TEC-FP
Neuquén;Huiliches;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 04 Gendarmería Nacional;Institución de ETP;Estatal;402;250;152;Industrial;SEC TEC
La Pampa;Utracán;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 04 Juan Agustín Larrús;Institución de ETP;Estatal;142;96;46;Industrial;SEC TEC
La Pampa;Atreucó;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 05 ;Institución de ETP;Estatal;87;58;29;Industrial;SEC TEC
San Juan;Capital;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 05 EPET N°5;Institución de ETP;Estatal;191;155;36;Industrial;SEC TEC
Formosa;Patiño;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 06 ;Institución de ETP;Estatal;68;42;26;Industrial;SEC TEC
Neuquén;Confluencia;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 06 ;Institución de ETP;Estatal;223;149;74;Industrial;SEC TEC
Misiones;Eldorado;"Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 06 Carlos Winkler	";Institución de ETP;Estatal;396;298;98;Industrial;SEC TEC-FP
La Pampa;Realicó;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 06 EPET N°6;Institución de ETP;Estatal;143;115;28;Industrial;SEC TEC
Misiones;San Ignacio;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 07 ;Institución de ETP;Estatal;308;212;96;Industrial;SEC TEC-SUP-FP
Neuquén;Confluencia;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 07 ;Institución de ETP;Estatal;598;374;224;Industrial;SEC TEC
Formosa;Formosa;"Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 07  ""VICENTE ARCADIO SALEMI""";Institución de ETP;Estatal;520;288;232;Industrial;SEC TEC-FP
La Pampa;Chapaleufú;"Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 07 ""Prof. Hector Fernando Fontaine""";Institución de ETP;Estatal;102;78;24;Industrial;SEC TEC
Catamarca;Capital;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 07 Ingeniero José Alsina Alcobert ;Institución de ETP;Estatal;182;121;61;Industrial;SEC TEC-FP
Misiones;Cainguás;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 08 ;Institución de ETP;Estatal;187;105;82;Industrial;SEC TEC-FP
Neuquén;Confluencia;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 08 Capitán Don Juan de San Martín;Institución de ETP;Estatal;1046;650;396;Industrial;SEC TEC-FP
La Pampa;Loventué;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 08 E.P.E.T N° 8;Institución de ETP;Estatal;53;29;24;Industrial;SEC TEC
Misiones;Leandro N. Alem;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 09 ;Institución de ETP;Estatal;150;113;37;Industrial;SEC TEC
Formosa;Pilcomayo;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 09 Intendente Antonio Arce;Institución de ETP;Estatal;201;127;74;Industrial;SEC TEC
La Pampa;Hucal;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 09 Josefa Miguel de Tubío;Institución de ETP;Estatal;103;60;43;Industrial;SEC TEC
Catamarca;La Paz;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 1 ;Institución de ETP;Estatal;313;185;128;Industrial;SEC TEC
La Rioja;Capital;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 1 ;Institución de ETP;Estatal;371;203;168;Servicios;SEC TEC-FP
San Juan;Jáchal;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 1 E.P.E.T. N° 1 de Jáchal;Institución de ETP;Estatal;239;130;109;Servicios;SEC TEC
Formosa;Formosa;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 1 Escuela Provincial de Educación Técnica N° 1;Institución de ETP;Estatal;635;447;188;Industrial;SEC TEC-FP
San Juan;Capital;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 1 Ingeniero Rogelio Boero;Institución de ETP;Estatal;941;823;118;Industrial;SEC TEC
La Pampa;Conhelo;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 10 ;Institución de ETP;Estatal;28;15;13;Industrial;SEC TEC
Misiones;Libertador General San Martín;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 10 Dr. Luis Federico Leloir;Institución de ETP;Estatal;251;144;107;Industrial;SEC TEC
Neuquén;Confluencia;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 10 Ing. General Enrique Mosconi;Institución de ETP;Estatal;399;265;134;Industrial;SEC TEC
Formosa;Formosa;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 10 Mario Antonio Rodríguez;Institución de ETP;Estatal;260;203;57;Industrial;SEC TEC-FP
Neuquén;Zapala;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 11 ;Institución de ETP;Estatal;172;102;70;Industrial;SEC TEC
Misiones;Montecarlo;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 11 EPET Nº11;Institución de ETP;Estatal;114;77;37;Industrial;SEC TEC
Misiones;San Ignacio;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 12 Ing. Rubén Alberto Peralta;Institución de ETP;Estatal;123;87;36;Industrial;SEC TEC-FP
Neuquén;Lácar;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 12 Ingeniero Juan Carlos Fontanive;Institución de ETP;Estatal;8;4;4;Industrial;SEC TEC
Neuquén;Chos Malal;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 13 E.P.E.T. Nº13;Institución de ETP;Estatal;304;198;106;Industrial;SEC TEC
Catamarca;Santa María;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 13 General José de San Martín;Institución de ETP;Estatal;104;58;46;Industrial;SEC TEC-FP
Misiones;San Javier;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 13 Profesor Roberto Cardillo Moreno;Institución de ETP;Estatal;243;138;105;Industrial;SEC TEC
Misiones;Libertador General San Martín;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 14 ;Institución de ETP;Estatal;83;58;25;Industrial;SEC TEC-FP
Neuquén;Confluencia;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 14 Doña Gregoria Matorras de San Martín;Institución de ETP;Estatal;389;257;132;Industrial;SEC TEC
Misiones;Montecarlo;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 15 celulosa Argentina;Institución de ETP;Estatal;180;91;89;Industrial;SEC TEC-FP
Neuquén;Zapala;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 15 EPET Nª 15;Institución de ETP;Estatal;256;143;113;Industrial;SEC TEC
Misiones;Cainguás;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 16 ;Institución de ETP;Estatal;123;75;48;Industrial;SEC TEC
Neuquén;Pehuenches;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 16 ;Institución de ETP;Estatal;652;393;259;Industrial;SEC TEC
Misiones;Montecarlo;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 17 ;Institución de ETP;Estatal;113;64;49;Industrial;SEC TEC
Misiones;Iguazú;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 18 ;Institución de ETP;Estatal;452;270;182;Industrial;SEC TEC
Neuquén;Confluencia;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 18 ;Institución de ETP;Estatal;327;197;130;Industrial;SEC TEC
Misiones;Candelaria;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 19 ;Institución de ETP;Estatal;63;36;27;Industrial;SEC TEC
Neuquén;Confluencia;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 19 Alejandro Cesar Vaca;Institución de ETP;Estatal;534;329;205;Industrial;SEC TEC
Catamarca;Belén;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 2 ;Institución de ETP;Estatal;284;167;117;Industrial;SEC TEC
La Rioja;Capital;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 2 Brigadier General Juan Facundo Quiroga;Institución de ETP;Estatal;431;369;62;Industrial;SEC TEC
San Juan;Capital;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 2 E.P.E.T Nº2;Institución de ETP;Estatal;190;93;97;Servicios;SEC TEC
Misiones;San Pedro;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 20 ;Institución de ETP;Estatal;51;39;12;Industrial;SEC TEC
Neuquén;Confluencia;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 20 ;Institución de ETP;Estatal;599;386;213;Servicios;SEC TEC
Misiones;Guaraní;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 21 ;Institución de ETP;Estatal;171;98;73;Industrial;SEC TEC
Neuquén;Lácar;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 21 ;Institución de ETP;Estatal;275;152;123;Industrial;SEC TEC
Neuquén;Confluencia;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 22 ;Institución de ETP;Estatal;1308;797;511;Industrial;SEC TEC
Misiones;Eldorado;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 22 Santiago de Liniers;Institución de ETP;Estatal;36;19;17;Industrial;SEC TEC
Misiones;Concepción;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 23 Don  Arnaldo Nogueira Prates;Institución de ETP;Estatal;124;61;63;Industrial;SEC TEC
Neuquén;Añelo;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 23 Escuela Provincial de educación Técnica N°23;Institución de ETP;Estatal;189;94;95;Industrial;SEC TEC
Misiones;General Manuel Belgrano;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 24 ;Institución de ETP;Estatal;45;31;14;Industrial;SEC TEC
Neuquén;Pehuenches;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 24 ;Institución de ETP;Estatal;228;147;81;Servicios;SEC TEC
Misiones;Cainguás;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 25 ;Institución de ETP;Estatal;100;74;26;Industrial;SEC TEC
Neuquén;Confluencia;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 25 ;Institución de ETP;Estatal;108;68;40;Industrial;SEC TEC
Neuquén;Añelo;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 26 ;Institución de ETP;Estatal;83;43;40;Industrial;SEC TEC
Misiones;General Manuel Belgrano;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 26 E.P.E.T N°26;Institución de ETP;Estatal;58;39;19;Industrial;SEC TEC
Misiones;Libertador General San Martín;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 27 ;Institución de ETP;Estatal;60;37;23;Industrial;SEC TEC
Neuquén;Confluencia;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 27 Escuela provincial de Educación Técnica Nº 27;Institución de ETP;Estatal;125;91;34;Industrial;SEC TEC
Misiones;San Pedro;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 28 ;Institución de ETP;Estatal;52;21;31;Industrial;SEC TEC-FP
Neuquén;Los Lagos;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 28 ;Institución de ETP;Estatal;20;15;5;Industrial;SEC TEC
Misiones;Eldorado;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 29 Escuela Provincial de Educación Técnica N° 29;Institución de ETP;Estatal;29;17;12;Industrial;SEC TEC
La Pampa;Maracó;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 3 ;Institución de ETP;Estatal;184;126;58;Servicios;SEC TEC
Catamarca;Tinogasta;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 3 Telésforo Chanampa;Institución de ETP;Estatal;132;72;60;Industrial;SEC TEC-FP
Misiones;Apóstoles;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 30 San José Obrero;Institución de ETP;Estatal;43;29;14;Industrial;SEC TEC
Misiones;San Pedro;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 31 ;Institución de ETP;Estatal;43;21;22;Industrial;SEC TEC
Misiones;Oberá;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 32 ;Institución de ETP;Estatal;72;43;29;Industrial;SEC TEC
Misiones;Iguazú;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 33 Escuela Provincial de Educación Técnica N°33;Institución de ETP;Estatal;133;71;62;Industrial;SEC TEC
Misiones;Capital;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 34 EPET N° 34;Institución de ETP;Estatal;313;203;110;Servicios;SEC TEC-FP
Misiones;Oberá;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 35 ;Institución de ETP;Estatal;123;66;57;Industrial;SEC TEC-FP
Misiones;Capital;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 36 Itaembé Mini;Institución de ETP;Estatal;342;156;186;Industrial;SEC TEC
Misiones;Capital;Escuela Provincial de Educación Técnica (E.P.E.T.) Nº 37 Benjamín Matienzo;Institución de ETP;Estatal;77;65;12;Industrial;SEC TEC
